game_name,game_year,genre,GenerationCatergory
Super Robot Taisen 64,1999,Strategy,Milienum
Nobunaga no Yabou: Reppuuden,1999,Strategy,Milienum
Fire ProWrestling G,1999,Fighting,Milienum
Sesame Street: Elmo's Number Journey,1999,Misc,Milienum
Big Air,1999,Sports,Milienum
Gallop Racer,1999,Sports,Milienum
International Superstar Soccer 2000 (JP weekly sales),1999,Sports,Milienum
Chocobo no Fushigi Dungeon for WonderSwan,1999,Role-Playing,Milienum
Sesame Street: Elmo's Letter Adventure,1999,Misc,Milienum
Re-Volt,1999,Racing,Milienum
Shadow Madness,1999,Action,Milienum
Power Pro Kun Pocket,1999,Sports,Milienum
Space Battleship Yamato: Harukanaru Hoshi Iscandar,1999,Strategy,Milienum
Sound Novel Evolution 1: Otogirisou Sosei-Hen,1999,Adventure,Milienum
Tokyo Xtreme Racer,1999,Racing,Milienum
Glover,1999,Platform,Milienum
World Driver Championship,1999,Racing,Milienum
Bomberman 64: The Second Attack!,1999,Adventure,Milienum
Asteroids Hyper 64,1999,Shooter,Milienum
Space Invaders,1999,Shooter,Milienum
Destruction Derby 64,1999,Racing,Milienum
California Speed,1999,Misc,Milienum
Racing Lagoon,1999,Racing,Milienum
Muppet RaceMania,1999,Racing,Milienum
Disney's Story Studio: Disney's Mulan,1999,Misc,Milienum
Winning Post 4,1999,Sports,Milienum
Galerians,1999,Adventure,Milienum
Shin Megami Tensei: Devil Summoner - Soul Hackers,1999,Role-Playing,Milienum
Micro Machines 64 Turbo,1999,Racing,Milienum
Bassmasters 2000,1999,Sports,Milienum
Eternal Eyes,1999,Role-Playing,Milienum
Detective Barbie: The Mystery Cruise,1999,Adventure,Milienum
To Heart,1999,Adventure,Milienum
NBA Jam 2000,1999,Sports,Milienum
Castlevania: Legacy of Darkness,1999,Platform,Milienum
Surf Riders,1999,Sports,Milienum
Zen-Nippon Pro Wrestling: Ouja no Kon,1999,Fighting,Milienum
Harvest Moon 2 GBC,1999,Simulation,Milienum
Earthworm Jim 3D,1999,Platform,Milienum
Rocket: Robot on Wheels,1999,Platform,Milienum
Densha De Go! 64,1999,Simulation,Milienum
BoomBots,1999,Fighting,Milienum
International Track & Field 2000,1999,Sports,Milienum
ECW Anarchy Rulz,1999,Fighting,Milienum
Snowboard Kids 2,1999,Sports,Milienum
Tonic Trouble,1999,Platform,Milienum
Nuclear Strike 64,1999,Simulation,Milienum
Top Gear Rally 2,1999,Racing,Milienum
Fighting Force 64,1999,Action,Milienum
Breakout,1999,Puzzle,Milienum
Tyco RC: Assault with a Battery,1999,Racing,Milienum
Arcade Party Pak,1999,Misc,Milienum
Railroad Tycoon II,1999,Strategy,Milienum
Black Bass with Blue Marlin,1999,Sports,Milienum
Metal Gear Solid Integral,1999,Adventure,Milienum
Woody Woodpecker Racing,1999,Racing,Milienum
Digimon Digital Card Battle,1999,Strategy,Milienum
Vandal Hearts II,1999,Strategy,Milienum
The King of Fighters: Dream Match 1999,1999,Fighting,Milienum
Blue Stinger,1999,Adventure,Milienum
Urban Chaos,1999,Action,Milienum
3D Tank Warfare Simulator Panzer Front,1999,Simulation,Milienum
Gekido,1999,Fighting,Milienum
Marvel vs. Capcom: Clash of Super Heroes,1999,Fighting,Milienum
LEGO Rock Raiders,1999,Strategy,Milienum
Derby Stallion,1999,Sports,Milienum
Sega Bass Fishing,1999,Sports,Milienum
Koudelka,1999,Role-Playing,Milienum
The King of Fighters '98: Dream Match Never Ends,1999,Fighting,Milienum
Final Fantasy VI,1999,Role-Playing,Milienum
Incredible Crisis,1999,Action,Milienum
Shadowgate 64: Trials of the Four Towers,1999,Adventure,Milienum
Dragon Valor,1999,Role-Playing,Milienum
Neon Genesis Evangelion,1999,Adventure,Milienum
Top Gear Hyper-Bike,1999,Racing,Milienum
Brunswick Circuit Pro Bowling,1999,Sports,Milienum
Killer Loop,1999,Racing,Milienum
G-Police: Weapons of Justice,1999,Action,Milienum
Interplay Sports Baseball 2000,1999,Sports,Milienum
Fatal Fury: Wild Ambition,1999,Fighting,Milienum
Bass Rise,1999,Sports,Milienum
Expendable,1999,Action,Milienum
NHL Blades of Steel '99,1999,Sports,Milienum
All Star Tennis 99,1999,Sports,Milienum
Fighter Destiny 2,1999,Fighting,Milienum
Dead in the Water,1999,Action,Milienum
NBA 2K,1999,Sports,Milienum
Saiyuki: Journey West,1999,Strategy,Milienum
Test Drive Le Mans,1999,Racing,Milienum
The Misadventures of Tron Bonne,1999,Adventure,Milienum
Choro Q 64 2: Hacha Mecha Grand Prix Race,1999,Racing,Milienum
Rat Attack!,1999,Puzzle,Milienum
PD Ultraman Battle Collection 64,1999,Strategy,Milienum
Monaco Grand Prix,1999,Racing,Milienum
Worms Armageddon,1999,Strategy,Milienum
Rally Challenge 2000,1999,Racing,Milienum
NHL Blades of Steel 2000,1999,Sports,Milienum
Ballistic,1999,Puzzle,Milienum
Countdown Vampires,1999,Adventure,Milienum
Battle Hunter,1999,Strategy,Milienum
Konami Arcade Classics,1999,Misc,Milienum
Mr. Driller,1999,Puzzle,Milienum
Deception III: Dark Delusion,1999,Role-Playing,Milienum
Dancing Blade II: Tears of Eden,1999,Adventure,Milienum
Charlie Blasts Territory,1999,Action,Milienum
Renegade Racers,1999,Racing,Milienum
Board Game: Top Shop,1999,Misc,Milienum
RayCrisis: Series Termination,1999,Shooter,Milienum
Jojo's Bizarre Adventure,1999,Fighting,Milienum
Super Bowling,1999,Sports,Milienum
Silent Bomber,1999,Action,Milienum
Iron Soldier 3,1999,Simulation,Milienum
Vanark,1999,Shooter,Milienum
K-1 Grand Prix,1999,Fighting,Milienum
Builder's Block,1999,Strategy,Milienum
Samurai Shodown: Warrios Rage,1999,Fighting,Milienum
Carmageddon 64,1999,Action,Milienum
Pokémon Crystal Version,2000,Role-Playing,Milienum
Final Fantasy IX,2000,Role-Playing,Milienum
Driver 2,2000,Action,Milienum
Tony Hawk's Pro Skater 2,2000,Sports,Milienum
Dragon Quest VII: Warriors of Eden,2000,Role-Playing,Milienum
Tekken Tag Tournament,2000,Fighting,Milienum
Spyro: Year of the Dragon,2000,Platform,Milienum
WWF SmackDown!,2000,Fighting,Milienum
Rugrats in Paris: The Movie,2000,Action,Milienum
Crash Bash,2000,Misc,Milienum
The Legend of Zelda: Majora's Mask,2000,Action,Milienum
WWF SmackDown! 2: Know Your Role,2000,Fighting,Milienum
Spider-Man,2000,Action,Milienum
Pokémon Stadium 2,2000,Strategy,Milienum
Midnight Club: Street Racing,2000,Racing,Milienum
Perfect Dark,2000,Action,Milienum
Mario Tennis,2000,Sports,Milienum
Wario Land 3,2000,Platform,Milienum
Donkey Kong Country,2000,Platform,Milienum
Yu-Gi-Oh: Duel Monsters 4,2000,Role-Playing,Milienum
Syphon Filter 2,2000,Shooter,Milienum
Tony Hawk's Pro Skater,2000,Sports,Milienum
Mario Party 3,2000,Misc,Milienum
Crazy Taxi,2000,Racing,Milienum
Kirby 64: The Crystal Shards,2000,Platform,Milienum
Madden NFL 2001,2000,Sports,Milienum
SSX,2000,Sports,Milienum
Jampack Summer 2K,2000,Misc,Milienum
Smuggler's Run,2000,Racing,Milienum
007: The World is not Enough,2000,Action,Milienum
Dark Cloud,2000,Role-Playing,Milienum
Tokyo Xtreme Racer Zero,2000,Racing,Milienum
Madden NFL 2001,2000,Sports,Milienum
WWF No Mercy,2000,Fighting,Milienum
Banjo-Tooie,2000,Platform,Milienum
Paper Mario,2000,Role-Playing,Milienum
Tony Hawk's Pro Skater,2000,Sports,Milienum
Triple Play 2001,2000,Sports,Milienum
NBA Live 2001,2000,Sports,Milienum
Ridge Racer V,2000,Action,Milienum
Kirby Tilt 'n' Tumble,2000,Puzzle,Milienum
Dino Crisis 2,2000,Action,Milienum
Mario Tennis,2000,Sports,Milienum
Action Bass,2000,Action,Milienum
Resident Evil - Code: Veronica,2000,Action,Milienum
NFL 2K1,2000,Sports,Milienum
Dave Mirra Freestyle BMX,2000,Sports,Milienum
ATV: Quad Power Racing,2000,Racing,Milienum
Dead or Alive 2,2000,Fighting,Milienum
Excitebike 64,2000,Racing,Milienum
NFL GameDay 2001,2000,Sports,Milienum
Jampack Winter 2000,2000,Misc,Milienum
NFL Fever 2002,2000,Sports,Milienum
The Bouncer,2000,Action,Milienum
Medal of Honor: Underground,2000,Shooter,Milienum
NHL 2001,2000,Sports,Milienum
Kessen,2000,Strategy,Milienum
007: The World is not Enough,2000,Action,Milienum
Colin McRae Rally 2.0,2000,Racing,Milienum
MLB 2001,2000,Sports,Milienum
Vagrant Story,2000,Role-Playing,Milienum
Street Fighter EX3,2000,Fighting,Milienum
Dynasty Warriors 2,2000,Action,Milienum
FIFA Soccer World Championship,2000,Sports,Milienum
Yu-Gi-Oh! Dark Duel Stories,2000,Misc,Milienum
Dragon Warrior III,2000,Role-Playing,Milienum
Ready 2 Rumble Boxing: Round 2,2000,Fighting,Milienum
Tales of Destiny II,2000,Role-Playing,Milienum
NASCAR 2001,2000,Racing,Milienum
Who wants to be a millionaire,2000,Misc,Milienum
Super Robot Taisen α,2000,Strategy,Milienum
Armored Core 2,2000,Simulation,Milienum
Caesars Palace 2000: Millennium Gold Edition,2000,Misc,Milienum
Mega Man X5,2000,Platform,Milienum
Resident Evil: Survivor,2000,Action,Milienum
Jeremy McGrath Supercross 2000,2000,Racing,Milienum
NASCAR 2001,2000,Racing,Milienum
NCAA Football 2001,2000,Sports,Milienum
Mobile Suit Gundam: Journey to Jaburo,2000,Simulation,Milienum
Jikkyou World Soccer 2000 Final Edition,2000,Sports,Milienum
Mary-Kate and Ashley: Magical Mystery Mall,2000,Adventure,Milienum
Madden NFL 2001,2000,Sports,Milienum
NHL 2001,2000,Sports,Milienum
Buzz Lightyear of Star Command,2000,Platform,Milienum
Disney's 102 Dalmatians: Puppies to the Rescue,2000,Platform,Milienum
Mickey's Speedway USA,2000,Racing,Milienum
NFL Blitz 2001,2000,Sports,Milienum
Sammy Sosa High Heat Baseball 2001,2000,Sports,Milienum
Unreal Tournament,2000,Shooter,Milienum
Digimon World 2,2000,Role-Playing,Milienum
Tenchu 2: Birth of the Stealth Assassins,2000,Action,Milienum
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,2000,Strategy,Milienum
Bob the Builder: Can We Fix It?,2000,Action,Milienum
Breath of Fire IV,2000,Role-Playing,Milienum
NASCAR Rumble,2000,Racing,Milienum
Contender 2,2000,Fighting,Milienum
Gekikuukan Pro Yakyuu: At the End of the Century 1999,2000,Sports,Milienum
007 Racing,2000,Racing,Milienum
Spider-Man,2000,Action,Milienum
Pachi-Slot Aruze Oukoku 4,2000,Misc,Milienum
Ready 2 Rumble Boxing: Round 2,2000,Fighting,Milienum
Swing Away Golf,2000,Sports,Milienum
Summoner,2000,Role-Playing,Milienum
Final Fantasy,2000,Role-Playing,Milienum
Rugrats in Paris: The Movie,2000,Action,Milienum
Theme Park Roller Coaster,2000,Strategy,Milienum
Fantavision,2000,Puzzle,Milienum
Gauntlet Legends,2000,Action,Milienum
Victorious Boxers: Ippo's Road to Glory,2000,Fighting,Milienum
Star Wars: Demolition,2000,Racing,Milienum
Pokemon Puzzle League,2000,Puzzle,Milienum
Walt Disney World Quest: Magical Racing Tour,2000,Racing,Milienum
Ms. Pac-Man Maze Madness,2000,Puzzle,Milienum
Grind Session,2000,Sports,Milienum
TimeSplitters,2000,Shooter,Milienum
NFL Blitz 2001,2000,Sports,Milienum
Army Men: Sarge's Heroes 2,2000,Shooter,Milienum
Mega Man Legends 2,2000,Adventure,Milienum
Wheel of Fortune: 2nd Edition,2000,Misc,Milienum
Cool Boarders 2001,2000,Sports,Milienum
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,2000,Sports,Milienum
Knockout Kings 2001,2000,Fighting,Milienum
Boku no Natsuyasumi,2000,Adventure,Milienum
NASCAR Heat,2000,Racing,Milienum
Custom Robo V2,2000,Fighting,Milienum
Kengo: Master of Bushido,2000,Fighting,Milienum
SD Gundam G Generation-F,2000,Strategy,Milienum
Silent Scope,2000,Shooter,Milienum
Moto Racer World Tour,2000,Racing,Milienum
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,2000,Role-Playing,Milienum
Scooby-Doo! Classic Creep Capers,2000,Action,Milienum
NFL GameDay 2001,2000,Sports,Milienum
Saban's Power Rangers: Lightspeed Rescue,2000,Action,Milienum
Dance Dance Revolution 3rdMix,2000,Simulation,Milienum
Persona 2: Eternal Punishment,2000,Role-Playing,Milienum
Jikkyou Powerful Pro Yakyuu 2000,2000,Sports,Milienum
Saban's Power Rangers: Lightspeed Rescue,2000,Action,Milienum
Jikkyou Powerful Pro Yakyuu 7,2000,Sports,Milienum
EverGrace,2000,Role-Playing,Milienum
Super Bust-A-Move,2000,Puzzle,Milienum
NCAA GameBreaker 2001,2000,Sports,Milienum
Sky Odyssey,2000,Simulation,Milienum
Rayman 2: The Great Escape,2000,Platform,Milienum
FIFA 2001 Major League Soccer,2000,Sports,Milienum
Romance of the Three Kingdoms VII,2000,Strategy,Milienum
Spin Jam,2000,Puzzle,Milienum
Disney's The Emperor's New Groove,2000,Platform,Milienum
Orphen: Scion of Sorcery,2000,Role-Playing,Milienum
"Army Men World War: Land, Sea, Air",2000,Action,Milienum
Rayman 2: Revolution,2000,Platform,Milienum
Army Men: Air Attack 2,2000,Action,Milienum
Eternal Ring,2000,Role-Playing,Milienum
WinBack: Covert Operations,2000,Shooter,Milienum
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,2000,Sports,Milienum
Jeopardy! 2nd Edition,2000,Misc,Milienum
Snowboarding,2000,Sports,Milienum
Looney Tunes Racing,2000,Racing,Milienum
Tigger's Honey Hunt,2000,Platform,Milienum
Real Pool,2000,Sports,Milienum
Donkey Kong GB: Dinky Kong & Dixie Kong,2000,Platform,Milienum
Q-Ball: Billiards Master,2000,Sports,Milienum
Evil Dead: Hail to the King,2000,Adventure,Milienum
Burstrick: Wake Boarding!!,2000,Sports,Milienum
Sydney 2000,2000,Sports,Milienum
Medarot 3: Kabuto / Kuwagata Version,2000,Role-Playing,Milienum
MotoGP,2000,Racing,Milienum
NBA ShootOut 2001,2000,Sports,Milienum
Star Trek: Invasion,2000,Simulation,Milienum
Star Wars Episode I: Battle for Naboo,2000,Simulation,Milienum
McGrath Vs. Pastrana Freestyle Motocross,2000,Racing,Milienum
Surfing H3O,2000,Sports,Milienum
Power Pro Kun Pocket 2,2000,Sports,Milienum
Blaster Master: Blasting Again,2000,Shooter,Milienum
Ultimate Fighting Championship,2000,Fighting,Milienum
F1 2000,2000,Racing,Milienum
Army Men: Sarge's Heroes 2,2000,Shooter,Milienum
Midway's Greatest Arcade Hits Volume 1,2000,Misc,Milienum
Ready 2 Rumble Boxing: Round 2,2000,Fighting,Milienum
Army Men: Air Combat,2000,Action,Milienum
Covert Ops: Nuclear Dawn,2000,Action,Milienum
Galaga: Destination Earth,2000,Shooter,Milienum
All-Star Baseball 2001,2000,Sports,Milienum
NHL FaceOff 2001,2000,Sports,Milienum
ECW Hardcore Revolution,2000,Fighting,Milienum
Mega Man 64,2000,Action,Milienum
Ms. Pac-Man: Maze Madness,2000,Puzzle,Milienum
Capcom vs. SNK,2000,Fighting,Milienum
NBA in the Zone 2000,2000,Sports,Milienum
Wild Wild Racing,2000,Racing,Milienum
HBO Boxing,2000,Fighting,Milienum
Cruis'n Exotica,2000,Racing,Milienum
PoPoLoCrois Monogatari II,2000,Role-Playing,Milienum
ESPN Winter X Games: Snowboarding 2002,2000,Sports,Milienum
Mortal Kombat: Special Forces,2000,Fighting,Milienum
Bugs Bunny & Taz: Time Busters,2000,Adventure,Milienum
Trade & Battle: Card Hero,2000,Strategy,Milienum
Phantasy Star Online,2000,Role-Playing,Milienum
International Superstar Soccer 2000,2000,Sports,Milienum
All Star Pro-Wrestling,2000,Fighting,Milienum
Tigger's Honey Hunt,2000,Platform,Milienum
Disney's Tarzan,2000,Platform,Milienum
South Park Rally,2000,Racing,Milienum
San Francisco Rush 2049,2000,Racing,Milienum
Grandia II,2000,Role-Playing,Milienum
Tom and Jerry in House Trap,2000,Action,Milienum
ESPN International Track & Field,2000,Sports,Milienum
NCAA Final Four 2001,2000,Sports,Milienum
Reel Fishing II,2000,Sports,Milienum
Driving Emotion Type-S,2000,Racing,Milienum
Casper: Friends Around the World,2000,Action,Milienum
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,2000,Sports,Milienum
The Adventures of Cookie & Cream,2000,Puzzle,Milienum
Atari Anniversary Edition Redux,2000,Misc,Milienum
Ball Breakers,2000,Action,Milienum
Speedball 2100,2000,Sports,Milienum
The Wild Thornberrys: Animal Adventures,2000,Adventure,Milienum
World Destruction League: Thunder Tanks,2000,Action,Milienum
Super Robot Taisen Compact 2 Dai-1-Bu,2000,Strategy,Milienum
Turok 3: Shadow of Oblivion,2000,Shooter,Milienum
Nightmare Creatures II,2000,Action,Milienum
World Destruction League: Thunder Tanks,2000,Action,Milienum
Batman Beyond: Return of the Joker,2000,Action,Milienum
RC Revenge Pro,2000,Racing,Milienum
Alien Resurrection,2000,Shooter,Milienum
F1 Championship Season 2000,2000,Racing,Milienum
Bomberman Land,2000,Misc,Milienum
World Stadium 4,2000,Sports,Milienum
Tom and Jerry in Fists of Furry,2000,Fighting,Milienum
Hydro Thunder,2000,Racing,Milienum
Starcraft 64,2000,Strategy,Milienum
NCAA Final Four 2001,2000,Sports,Milienum
J-League Jikkyou Winning Eleven 2000,2000,Sports,Milienum
Polaris SnoCross,2000,Racing,Milienum
NCAA GameBreaker 2001,2000,Sports,Milienum
Disney's The Lion King: Simba's Mighty Adventure,2000,Action,Milienum
Doraemon 3: Nobi Dai no Machi SOS!,2000,Platform,Milienum
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,2000,Sports,Milienum
Disney's Donald Duck: Goin' Quackers,2000,Platform,Milienum
DrumMania,2000,Simulation,Milienum
Sakura Wars GB,2000,Adventure,Milienum
Marvel vs. Capcom 2: New Age of Heroes,2000,Fighting,Milienum
Yu-Gi-Oh! Monster Capture GB,2000,Role-Playing,Milienum
Destruction Derby Raw,2000,Racing,Milienum
Dead or Alive 2,2000,Fighting,Milienum
Kurt Warner's Arena Football Unleashed,2000,Sports,Milienum
The Flintstones: Bedrock Bowling,2000,Sports,Milienum
Chicken Run,2000,Adventure,Milienum
Sin and Punishment,2000,Shooter,Milienum
Sega GT,2000,Racing,Milienum
Peter Jacobsen's Golden Tee Golf,2000,Sports,Milienum
Colony Wars III: Red Sun,2000,Simulation,Milienum
Gallop Racer 2000,2000,Sports,Milienum
NFL QB Club 2001,2000,Sports,Milienum
MTV Sports: Pure Ride,2000,Sports,Milienum
Mobil 1 Rally Championship,2000,Racing,Milienum
DOA 2: Dead or Alive 2 Hardcore,2000,Fighting,Milienum
F1 Racing Championship,2000,Racing,Milienum
Ring of Red,2000,Strategy,Milienum
The King of Fighters '99,2000,Fighting,Milienum
Vigilante 8: 2nd Offense,2000,Racing,Milienum
GunGriffon Blaze,2000,Simulation,Milienum
Transformers: Beast Wars Transmetals,2000,Fighting,Milienum
FoxKids.com Micro Maniacs Racing,2000,Racing,Milienum
Pachi-Slot Aruze Oukoku 3,2000,Misc,Milienum
Aqua Aqua,2000,Puzzle,Milienum
Sakura Wars,2000,Adventure,Milienum
Brunswick Circuit Pro Bowling 2,2000,Sports,Milienum
Mickey's Speedway USA (weekly JP sales),2000,Racing,Milienum
You Don't Know Jack: Mock 2,2000,Misc,Milienum
Disney's Donald Duck: Goin' Quackers,2000,Platform,Milienum
Indy Racing 2000,2000,Racing,Milienum
"Sakura Wars 2: Kimi, Shinitamou koto Nakare",2000,Adventure,Milienum
Disney's Aladdin in Nasira's Revenge,2000,Action,Milienum
ESPN NBA 2Night,2000,Sports,Milienum
Dragon Tales: Dragon Seek,2000,Platform,Milienum
FIFA 2001: Major League Soccer,2000,Sports,Milienum
Skies of Arcadia,2000,Role-Playing,Milienum
Seven: Molmorth no Kiheitai,2000,Action,Milienum
Batman Beyond: Return of the Joker,2000,Action,Milienum
Blood: The Last Vampire (Joukan),2000,Adventure,Milienum
Sidewinder Max,2000,Simulation,Milienum
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,2000,Sports,Milienum
Rollcage Stage II,2000,Racing,Milienum
Walt Disney's The Jungle Book: Rhythm N'Groove,2000,Misc,Milienum
Ephemeral Fantasia,2000,Role-Playing,Milienum
Derby Tsuku: Derby Uma o Tsukurou!,2000,Sports,Milienum
Disney's Donald Duck: Goin' Quackers,2000,Platform,Milienum
Armorines: Project S.W.A.R.M.,2000,Shooter,Milienum
Orega Kantoku Da! Gekitou Pennant Race,2000,Sports,Milienum
Strider 2,2000,Platform,Milienum
Gradius III and IV,2000,Shooter,Milienum
Sentimental Graffiti 2,2000,Adventure,Milienum
Gadget Racers,2000,Racing,Milienum
Duke Nukem: Land of the Babes,2000,Shooter,Milienum
Boxing,2000,Fighting,Milienum
Mega Man Xtreme,2000,Platform,Milienum
The King of Fighters: Evolution,2000,Fighting,Milienum
Monster Rancher Battle Card: Episode II,2000,Action,Milienum
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,2000,Sports,Milienum
Metal Gear Solid,2000,Action,Milienum
Battlezone: Rise of the Black Dogs,2000,Strategy,Milienum
Mia Hamm Soccer 64,2000,Sports,Milienum
G-Saviour,2000,Action,Milienum
Silpheed: The Lost Planet,2000,Shooter,Milienum
Card Games,2000,Misc,Milienum
ESPN Winter X-Games: Snowboarding 2002,2000,Sports,Milienum
Kanon,2000,Adventure,Milienum
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,2000,Simulation,Milienum
Sunrise Eiyuutan R,2000,Role-Playing,Milienum
Power Shovel,2000,Action,Milienum
Championship Surfer,2000,Sports,Milienum
CyberTiger,2000,Sports,Milienum
Polaris SnoCross,2000,Racing,Milienum
Winning Post 4 Maximum,2000,Sports,Milienum
Animorphs: Shattered Reality,2000,Action,Milienum
G1 Jockey 2,2000,Sports,Milienum
Angelique Trois,2000,Adventure,Milienum
A-Train 6,2000,Strategy,Milienum
Gold and Glory: The Road to El Dorado,2000,Adventure,Milienum
Jikkyou Powerful Pro Yakyuu DreamCast Edition,2000,Sports,Milienum
Arthur! Ready to Race,2000,Racing,Milienum
The Typing of the Dead,2000,Shooter,Milienum
Blues Brothers 2000,2000,Platform,Milienum
Hercules: The Legendary Journeys,2000,Role-Playing,Milienum
BeatMania IIDX 3rd Style,2000,Simulation,Milienum
Power Spike Pro Beach Volleyball,2000,Sports,Milienum
Black Jack vs. Matsudajun,2000,Misc,Milienum
I.Q. Remix+: Intelligent Qube,2000,Puzzle,Milienum
Dance Dance Revolution Disney Mix,2000,Simulation,Milienum
Unison: Rebels of Rhythm & Dance,2000,Misc,Milienum
NBA in the Zone 2000,2000,Sports,Milienum
Looney Tunes Duck Dodgers Starring: Daffy Duck,2000,Platform,Milienum
Fighting Vipers 2,2000,Fighting,Milienum
Monster Rancher Hop-A-Bout,2000,Action,Milienum
Roadsters,2000,Racing,Milienum
In Cold Blood,2000,Adventure,Milienum
Shooter: Starfighter Sanvein,2000,Shooter,Milienum
Rat Attack!,2000,Puzzle,Milienum
Hogs of War,2000,Strategy,Milienum
Point Blank 3,2000,Shooter,Milienum
Crossroad Crisis,2000,Puzzle,Milienum
PGA European Tour,2000,Sports,Milienum
Gran Turismo 3: A-Spec,2001,Racing,Milienum
Grand Theft Auto III,2001,Action,Milienum
Final Fantasy X,2001,Role-Playing,Milienum
Super Smash Bros. Melee,2001,Fighting,Milienum
Halo: Combat Evolved,2001,Shooter,Milienum
Metal Gear Solid 2: Sons of Liberty,2001,Action,Milienum
Super Mario Advance,2001,Platform,Milienum
Mario Kart: Super Circuit,2001,Racing,Milienum
Super Mario World,2001,Platform,Milienum
Crash Bandicoot: The Wrath of Cortex,2001,Platform,Milienum
Tony Hawk's Pro Skater 3,2001,Sports,Milienum
Namco Museum,2001,Misc,Milienum
Harry Potter and the Sorcerer's Stone,2001,Action,Milienum
Jak and Daxter: The Precursor Legacy,2001,Platform,Milienum
The Simpsons: Road Rage,2001,Racing,Milienum
Luigi's Mansion,2001,Action,Milienum
James Bond 007: Agent Under Fire,2001,Shooter,Milienum
Max Payne,2001,Shooter,Milienum
Ace Combat 04: Shattered Skies,2001,Simulation,Milienum
Animal Crossing,2001,Simulation,Milienum
Madden NFL 2002,2001,Sports,Milienum
Devil May Cry,2001,Action,Milienum
Pac-Man Collection,2001,Puzzle,Milienum
Hot Shots Golf 3,2001,Sports,Milienum
WWF SmackDown! Just Bring It,2001,Fighting,Milienum
NBA Street,2001,Sports,Milienum
Onimusha: Warlords,2001,Action,Milienum
Sonic Adventure 2 Battle,2001,Platform,Milienum
Crazy Taxi,2001,Racing,Milienum
ATV Offroad Fury,2001,Racing,Milienum
Yu-Gi-Oh! The Duelists of the Roses,2001,Misc,Milienum
Resident Evil - Code: Veronica X,2001,Action,Milienum
Wario Land 4,2001,Platform,Milienum
Sonic Advance,2001,Platform,Milienum
Spyro: Season of Ice,2001,Platform,Milienum
Project Gotham Racing,2001,Racing,Milienum
Yu-Gi-Oh! The Eternal Duelist Soul,2001,Strategy,Milienum
Scooby Doo and the Cyber Chase,2001,Adventure,Milienum
The Legend of Zelda: Oracle of Ages,2001,Action,Milienum
Red Faction,2001,Shooter,Milienum
Star Wars Rogue Leader: Rogue Squadron II,2001,Simulation,Milienum
Dynasty Warriors 3,2001,Action,Milienum
The Legend of Zelda: Oracle of Seasons,2001,Adventure,Milienum
NBA Live 2002,2001,Sports,Milienum
Gran Turismo Concept 2001 Tokyo,2001,Racing,Milienum
Namco Museum,2001,Misc,Milienum
SpongeBob SquarePants: SuperSponge,2001,Action,Milienum
Dead or Alive 3,2001,Fighting,Milienum
Golden Sun,2001,Role-Playing,Milienum
Star Wars: Starfighter,2001,Simulation,Milienum
Pro Evolution Soccer,2001,Sports,Milienum
SSX Tricky,2001,Sports,Milienum
Harry Potter and the Sorcerer's Stone,2001,Action,Milienum
Tetris Worlds,2001,Puzzle,Milienum
Harry Potter and the Sorcerer's Stone,2001,Action,Milienum
Tony Hawk's Pro Skater 3,2001,Sports,Milienum
"Monsters, Inc.",2001,Adventure,Milienum
Spy Hunter,2001,Racing,Milienum
Pikmin,2001,Strategy,Milienum
NCAA Football 2002,2001,Sports,Milienum
Dragon Quest Monsters 2,2001,Role-Playing,Milienum
Spider-Man 2: Enter: Electro,2001,Action,Milienum
Simpsons Wrestling,2001,Fighting,Milienum
Super Monkey Ball,2001,Puzzle,Milienum
Twisted Metal: Black,2001,Racing,Milienum
Madden NFL 2002,2001,Sports,Milienum
Dave Mirra Freestyle BMX 2,2001,Sports,Milienum
Silent Hill 2,2001,Action,Milienum
Baldur's Gate: Dark Alliance,2001,Role-Playing,Milienum
Frogger: The Great Quest,2001,Platform,Milienum
Max Payne,2001,Shooter,Milienum
Fuzion Frenzy,2001,Misc,Milienum
Dragon Quest IV: Michibikareshi Monotachi,2001,Role-Playing,Milienum
NHL 2002,2001,Sports,Milienum
Tony Hawk's Pro Skater 2,2001,Sports,Milienum
NASCAR Thunder 2002,2001,Racing,Milienum
Gauntlet: Dark Legacy,2001,Action,Milienum
Mobile Suit Gundam: Federation vs. Zeon,2001,Simulation,Milienum
Supercar Street Challenge,2001,Racing,Milienum
NBA Live 2001,2001,Sports,Milienum
The Simpsons: Road Rage,2001,Racing,Milienum
F-Zero: Maximum Velocity,2001,Racing,Milienum
Top Gun: Combat Zones,2001,Simulation,Milienum
Castlevania: Circle of the Moon,2001,Platform,Milienum
Pokemon Card GB2: Here Comes Team GR!,2001,Strategy,Milienum
NFL 2K2,2001,Sports,Milienum
